order_id,customer_id,order_date,status,total_amount,shipping_address
ORD-00031124,CUST-00021446,2021-05-01T14:02:51,pending,4526.38,"794 Spruce, AU"
ORD-00031125,CUST-00013570,2020-09-02T19:33:54,processing,3351.42,"641 Spruce, UK"
ORD-00031126,CUST-00024798,2022-05-27T04:44:24,cancelled,2515.32,"691 Cherry, UK"
ORD-00031127,CUST-00035972,2021-07-15T11:20:49,shipped,3618.62,"717 Elm, ES"
ORD-00031128,CUST-00030858,2024-04-10T04:11:26,cancelled,423.01,"349 Main, NO"
ORD-00031129,CUST-00001118,2021-09-07T03:41:57,processing,4117.87,"967 Main, SE"
ORD-00031130,CUST-00026003,2024-09-27T08:08:09,processing,129.27,"2 Spruce, IN"
ORD-00031131,CUST-00021651,2023-11-29T09:12:07,shipped,3276.2,"594 Pine, SE"
ORD-00031132,CUST-00000259,2022-04-26T03:01:38,processing,3305.9,"864 Oak, CA"
ORD-00031133,CUST-00018498,2023-05-30T07:25:21,delivered,1186.87,"361 Willow, ES"
ORD-00031134,CUST-00028357,2023-09-29T10:34:27,pending,1414.9,"887 Pine, SE"
ORD-00031135,CUST-00034667,2019-03-16T17:08:40,shipped,4774.62,"290 Maple, US"
ORD-00031136,CUST-00000018,2022-03-11T10:16:48,processing,3558.36,"929 Oak, FR"
ORD-00031137,CUST-00035103,2022-12-20T07:53:20,processing,3882.26,"624 Oak, CA"
ORD-00031138,CUST-00004351,2021-09-26T15:38:15,shipped,1618.48,"530 Cherry, JP"
ORD-00031139,CUST-00030273,2023-09-10T15:43:33,shipped,1347.78,"840 Maple, UK"
ORD-00031140,CUST-00027551,2019-10-23T12:55:36,processing,1806.77,"202 Birch, IN"
ORD-00031141,CUST-00025813,2019-07-11T05:24:12,cancelled,3899.32,"426 Oak, IN"
ORD-00031142,CUST-00040159,2022-10-14T05:13:49,delivered,4502.16,"216 Main, AU"
ORD-00031143,CUST-00002470,2021-08-24T06:54:25,shipped,4773.99,"6 Main, AU"
ORD-00031144,CUST-00020646,2021-06-26T14:18:07,shipped,1536.91,"641 Willow, NL"
ORD-00031145,CUST-00045695,2022-04-17T08:20:34,cancelled,349.01,"991 Main, IT"
ORD-00031146,CUST-00040190,2022-06-01T07:19:15,shipped,3577.72,"382 Spruce, MX"
ORD-00031147,CUST-00049308,2019-04-19T03:29:02,pending,1175.32,"402 Cherry, IT"
ORD-00031148,CUST-00022588,2019-07-24T12:29:46,delivered,3667.96,"70 Elm, CA"
ORD-00031149,CUST-00048076,2024-05-18T10:45:24,processing,2373.59,"874 Pine, UK"
ORD-00031150,CUST-00032020,2024-09-23T16:04:39,shipped,1001.02,"54 Oak, NL"
ORD-00031151,CUST-00035396,2022-02-28T00:41:49,delivered,4192.88,"452 Spruce, UK"
ORD-00031152,CUST-00038479,2020-05-16T07:25:54,shipped,4369.9,"756 Willow, CA"
ORD-00031153,CUST-00032058,2023-01-31T00:32:35,shipped,4500.81,"30 Pine, NL"
ORD-00031154,CUST-00039815,2022-01-23T03:54:57,pending,851.31,"784 Pine, JP"
ORD-00031155,CUST-00023722,2023-10-14T15:01:11,delivered,466.78,"78 Birch, US"
ORD-00031156,CUST-00010896,2020-03-14T02:48:44,shipped,4690.57,"816 Main, MX"
ORD-00031157,CUST-00045845,2020-01-26T12:09:56,pending,1143.25,"773 Birch, JP"
ORD-00031158,CUST-00007196,2024-07-16T00:41:14,delivered,1026.6,"288 Pine, ES"
ORD-00031159,CUST-00014097,2023-04-03T00:45:55,pending,1421.77,"618 Willow, CA"
ORD-00031160,CUST-00048111,2024-10-06T10:15:39,shipped,3438.29,"611 Maple, NO"
ORD-00031161,CUST-00039301,2019-05-17T00:15:03,cancelled,2869.57,"491 Cherry, CA"
ORD-00031162,CUST-00010077,2022-08-11T00:03:20,shipped,1121.93,"325 Cherry, DE"
ORD-00031163,CUST-00022911,2023-07-26T08:31:51,cancelled,1001.46,"330 Willow, JP"
ORD-00031164,CUST-00016643,2019-05-27T05:35:15,pending,4967.43,"348 Willow, FR"
ORD-00031165,CUST-00013550,2020-04-18T20:06:35,pending,548.57,"291 Main, SE"
ORD-00031166,CUST-00004268,2019-05-06T16:35:28,delivered,1101.27,"99 Maple, JP"
ORD-00031167,CUST-00041077,2021-03-22T01:25:41,shipped,3529.34,"241 Birch, IN"
ORD-00031168,CUST-00013939,2020-03-09T06:47:57,delivered,2132.3,"78 Maple, US"
ORD-00031169,CUST-00017410,2019-07-10T04:26:56,cancelled,2023.41,"72 Willow, NO"
ORD-00031170,CUST-00035748,2023-03-11T05:31:33,pending,669.24,"743 Willow, AU"
ORD-00031171,CUST-00005830,2023-03-12T22:29:17,processing,3037.84,"914 Oak, DE"
ORD-00031172,CUST-00004283,2024-07-31T06:08:14,shipped,4666.43,"340 Pine, IT"
ORD-00031173,CUST-00025088,2019-05-25T19:14:32,cancelled,4227.41,"854 Main, US"
ORD-00031174,CUST-00010110,2022-04-20T21:36:52,shipped,3168.59,"635 Pine, FR"
ORD-00031175,CUST-00049378,2024-05-29T01:38:13,shipped,2205.34,"375 Birch, ES"
ORD-00031176,CUST-00011704,2022-01-26T05:54:49,cancelled,485.09,"522 Oak, US"
ORD-00031177,CUST-00026756,2022-03-19T19:27:11,pending,3613.76,"299 Elm, IT"
ORD-00031178,CUST-00019956,2022-12-26T21:54:18,delivered,345.14,"431 Cherry, FR"
ORD-00031179,CUST-00016483,2019-09-08T02:14:09,pending,4809.86,"210 Birch, MX"
ORD-00031180,CUST-00002901,2021-10-10T03:09:41,shipped,1366.5,"370 Willow, NL"
ORD-00031181,CUST-00032955,2019-11-22T22:52:13,processing,3450.26,"687 Cedar, IT"
ORD-00031182,CUST-00037000,2019-12-26T20:10:18,pending,1412.83,"199 Spruce, MX"
ORD-00031183,CUST-00048452,2022-01-29T20:56:57,pending,4417.56,"411 Willow, JP"
ORD-00031184,CUST-00022455,2023-03-16T14:02:40,processing,1507.85,"507 Spruce, AU"
ORD-00031185,CUST-00012526,2020-11-28T10:04:22,delivered,4366.47,"240 Willow, MX"
ORD-00031186,CUST-00019340,2023-04-05T21:57:24,cancelled,2884.86,"504 Elm, IN"
ORD-00031187,CUST-00001331,2021-01-07T01:52:39,delivered,4124.31,"765 Maple, CA"
ORD-00031188,CUST-00021309,2019-02-02T22:25:26,processing,4681.27,"858 Oak, DE"
ORD-00031189,CUST-00034579,2022-03-31T18:47:19,cancelled,1581.49,"242 Cedar, SE"
ORD-00031190,CUST-00001760,2019-01-24T22:08:07,processing,3673.79,"343 Oak, FR"
ORD-00031191,CUST-00040881,2020-05-21T07:09:43,pending,1635.72,"304 Willow, ES"
ORD-00031192,CUST-00047165,2023-01-01T01:01:06,processing,459.42,"704 Cherry, JP"
ORD-00031193,CUST-00020117,2021-10-11T18:27:54,pending,1649.02,"987 Cedar, SE"
ORD-00031194,CUST-00047486,2023-11-02T07:08:57,shipped,1591.88,"709 Cherry, ES"
ORD-00031195,CUST-00026280,2021-07-15T12:44:39,pending,2372.97,"372 Pine, CA"
ORD-00031196,CUST-00037613,2022-09-28T16:34:58,delivered,3560.19,"682 Cherry, IN"
ORD-00031197,CUST-00008952,2022-10-31T06:34:03,delivered,294.69,"652 Elm, MX"
ORD-00031198,CUST-00011240,2019-08-22T14:34:44,cancelled,3447.76,"990 Birch, US"
ORD-00031199,CUST-00025107,2020-03-24T07:54:23,cancelled,1526.76,"56 Willow, CA"
ORD-00031200,CUST-00034368,2020-03-11T22:14:11,delivered,3723.44,"114 Cedar, US"
ORD-00031201,CUST-00027467,2024-10-20T06:41:26,cancelled,4116.17,"535 Willow, DE"
ORD-00031202,CUST-00035113,2024-10-15T02:33:35,processing,18.02,"392 Pine, FR"
ORD-00031203,CUST-00008832,2022-08-11T18:59:18,cancelled,3954.42,"186 Pine, NO"
ORD-00031204,CUST-00017784,2024-02-09T20:05:03,cancelled,229.79,"111 Pine, NL"
ORD-00031205,CUST-00004925,2021-12-10T20:48:43,delivered,1307.57,"320 Cherry, US"
ORD-00031206,CUST-00003300,2024-12-09T14:27:34,cancelled,4277.43,"912 Willow, NL"
ORD-00031207,CUST-00001560,2023-04-07T18:54:11,cancelled,1554.44,"988 Cherry, BR"
ORD-00031208,CUST-00021594,2020-07-10T18:28:08,pending,759.78,"253 Main, ES"
ORD-00031209,CUST-00028808,2023-02-13T19:55:44,pending,3361.53,"45 Elm, CA"
ORD-00031210,CUST-00036258,2022-10-22T05:27:32,pending,4360.87,"703 Oak, NO"
ORD-00031211,CUST-00038277,2023-11-16T03:30:42,processing,2604.85,"984 Willow, BR"
ORD-00031212,CUST-00035058,2022-06-13T21:48:12,delivered,3297.69,"899 Main, CA"
ORD-00031213,CUST-00042692,2022-11-12T16:11:38,pending,4445.23,"192 Elm, US"
ORD-00031214,CUST-00021485,2023-07-24T20:46:44,cancelled,1037.08,"330 Willow, NO"
ORD-00031215,CUST-00048873,2021-05-14T10:36:12,processing,4152.2,"930 Willow, SE"
ORD-00031216,CUST-00034803,2020-06-01T12:18:57,cancelled,1103.15,"459 Maple, US"
ORD-00031217,CUST-00005971,2023-03-24T06:51:19,delivered,1955.16,"295 Maple, UK"
ORD-00031218,CUST-00005845,2019-12-17T05:20:02,processing,4918.32,"625 Willow, SE"
ORD-00031219,CUST-00017385,2023-08-20T19:29:08,cancelled,4407.15,"961 Oak, IT"
ORD-00031220,CUST-00014576,2024-06-06T04:52:08,cancelled,4462.66,"227 Birch, IT"
ORD-00031221,CUST-00007177,2019-12-20T12:25:46,processing,3710.91,"425 Maple, JP"
ORD-00031222,CUST-00016256,2021-07-26T02:19:02,processing,222.46,"841 Spruce, IN"
ORD-00031223,CUST-00014931,2023-06-06T14:21:58,pending,4358.79,"163 Oak, BR"
ORD-00031224,CUST-00010302,2022-12-23T01:49:52,shipped,3313.15,"782 Cherry, UK"
ORD-00031225,CUST-00046385,2022-08-21T20:51:23,shipped,3341.07,"270 Main, CA"
ORD-00031226,CUST-00049027,2022-04-13T15:33:13,pending,2178.75,"501 Maple, ES"
ORD-00031227,CUST-00037312,2021-04-12T15:43:12,pending,4432.85,"409 Willow, NL"
ORD-00031228,CUST-00008810,2019-03-15T08:46:42,pending,4558.74,"98 Oak, US"
ORD-00031229,CUST-00009828,2021-09-04T00:37:54,delivered,191.52,"756 Maple, ES"
ORD-00031230,CUST-00003919,2019-02-20T00:36:00,processing,4732.38,"116 Cedar, JP"
ORD-00031231,CUST-00008649,2022-01-03T20:44:57,processing,2805.87,"750 Elm, IT"
ORD-00031232,CUST-00009074,2019-04-12T02:15:45,cancelled,4063.79,"57 Spruce, BR"
ORD-00031233,CUST-00019020,2022-12-23T13:18:57,delivered,1865.62,"393 Spruce, US"
ORD-00031234,CUST-00001161,2024-01-17T18:02:34,shipped,1259.32,"632 Spruce, MX"
ORD-00031235,CUST-00045636,2019-01-30T12:11:46,delivered,4819.04,"994 Oak, US"
ORD-00031236,CUST-00029418,2020-10-16T05:25:15,shipped,730.06,"265 Maple, CA"
ORD-00031237,CUST-00008330,2023-05-09T15:53:03,pending,3188.75,"604 Birch, CA"
ORD-00031238,CUST-00039591,2019-08-04T07:45:58,delivered,3669.13,"610 Oak, DE"
ORD-00031239,CUST-00028287,2023-10-01T01:46:59,delivered,72.95,"402 Birch, BR"
ORD-00031240,CUST-00033815,2024-11-10T00:35:00,pending,2291.85,"845 Cherry, JP"
ORD-00031241,CUST-00000935,2020-09-10T23:25:26,pending,4860.07,"688 Spruce, MX"
ORD-00031242,CUST-00010207,2020-10-24T15:10:35,shipped,3909.24,"431 Cedar, IT"
ORD-00031243,CUST-00000201,2023-07-15T19:26:07,pending,1741.95,"583 Maple, IN"
ORD-00031244,CUST-00018471,2021-08-07T14:52:28,shipped,1722.58,"412 Elm, JP"
ORD-00031245,CUST-00049970,2024-03-04T14:19:25,processing,1350.44,"13 Birch, IN"
ORD-00031246,CUST-00020077,2019-06-25T03:02:39,cancelled,2320.38,"538 Oak, DE"
ORD-00031247,CUST-00040330,2020-03-03T20:41:24,shipped,826.87,"66 Pine, FR"
ORD-00031248,CUST-00022527,2021-02-26T08:20:09,shipped,3755.79,"396 Main, NO"
ORD-00031249,CUST-00010281,2022-08-24T12:58:38,cancelled,3601.54,"666 Willow, FR"
ORD-00031250,CUST-00035730,2022-02-06T03:45:16,shipped,3337.5,"615 Cherry, JP"
ORD-00031251,CUST-00022657,2019-11-16T01:36:02,pending,3477.99,"384 Cherry, MX"
ORD-00031252,CUST-00002389,2024-11-08T20:51:00,pending,2628.51,"700 Birch, ES"
ORD-00031253,CUST-00036648,2021-04-02T03:48:16,delivered,4978.24,"426 Cedar, MX"
ORD-00031254,CUST-00022473,2023-01-26T00:33:42,delivered,367.76,"426 Spruce, SE"
ORD-00031255,CUST-00037691,2019-04-02T05:08:44,delivered,1561.13,"921 Spruce, SE"
ORD-00031256,CUST-00028003,2021-06-22T10:20:16,delivered,3874.28,"460 Elm, IN"
ORD-00031257,CUST-00044275,2021-08-29T21:57:03,cancelled,2672.38,"949 Cedar, NO"
ORD-00031258,CUST-00046457,2020-04-04T21:24:09,pending,169.05,"769 Oak, NL"
ORD-00031259,CUST-00045000,2023-10-09T00:36:52,pending,2406.22,"70 Pine, FR"
ORD-00031260,CUST-00042634,2022-02-09T21:31:53,cancelled,3065.78,"759 Cedar, CA"
ORD-00031261,CUST-00017934,2024-04-05T03:08:37,pending,223.23,"131 Spruce, JP"
ORD-00031262,CUST-00033569,2020-05-27T19:22:05,shipped,1101.94,"793 Main, ES"
ORD-00031263,CUST-00004862,2022-05-14T12:19:49,cancelled,3174.05,"861 Pine, CA"
ORD-00031264,CUST-00039234,2022-02-22T19:10:36,delivered,1484.01,"261 Main, IN"
ORD-00031265,CUST-00000583,2022-11-17T23:19:52,cancelled,27.63,"616 Cherry, JP"
ORD-00031266,CUST-00002304,2023-08-04T15:38:28,cancelled,380.17,"348 Cherry, JP"
ORD-00031267,CUST-00025647,2021-10-30T16:24:01,shipped,3099.5,"728 Maple, JP"
ORD-00031268,CUST-00013141,2021-02-15T07:24:35,processing,356.0,"846 Spruce, SE"
ORD-00031269,CUST-00013040,2022-05-24T00:52:26,shipped,3476.35,"121 Cedar, IN"
ORD-00031270,CUST-00045825,2023-02-17T13:22:55,processing,1509.56,"242 Main, MX"
ORD-00031271,CUST-00043380,2024-11-22T04:59:19,shipped,2181.05,"194 Cherry, CA"
ORD-00031272,CUST-00046563,2020-01-30T09:55:05,cancelled,3571.76,"680 Cedar, UK"
ORD-00031273,CUST-00012824,2024-08-07T17:25:59,delivered,2130.65,"356 Cherry, MX"
ORD-00031274,CUST-00021742,2023-12-11T13:50:57,pending,4219.87,"410 Maple, IN"
ORD-00031275,CUST-00020395,2024-04-12T16:35:45,processing,4542.68,"838 Oak, CA"
ORD-00031276,CUST-00031147,2021-04-30T06:20:05,processing,3868.52,"960 Maple, IN"
ORD-00031277,CUST-00027451,2022-06-15T03:13:50,delivered,160.89,"311 Oak, IN"
ORD-00031278,CUST-00040189,2024-05-16T17:43:28,delivered,3337.82,"916 Cedar, NL"
ORD-00031279,CUST-00049805,2022-09-14T12:08:13,delivered,1230.08,"215 Pine, FR"
ORD-00031280,CUST-00017766,2019-07-21T14:06:49,pending,3690.77,"543 Spruce, IT"
ORD-00031281,CUST-00017222,2019-06-02T10:39:25,processing,4093.27,"799 Main, NL"
ORD-00031282,CUST-00037245,2021-09-22T21:04:24,delivered,4989.16,"639 Birch, NO"
ORD-00031283,CUST-00021465,2020-05-03T19:41:43,processing,3513.56,"139 Cherry, FR"
ORD-00031284,CUST-00001740,2020-11-16T02:29:20,pending,2891.1,"118 Maple, NL"
ORD-00031285,CUST-00040889,2024-12-18T15:17:23,cancelled,3282.19,"771 Spruce, CA"
ORD-00031286,CUST-00042588,2020-11-28T21:22:13,shipped,3964.02,"198 Spruce, MX"
ORD-00031287,CUST-00007678,2024-09-01T22:29:59,pending,4231.3,"194 Elm, NL"
ORD-00031288,CUST-00024639,2019-08-25T08:29:02,cancelled,3653.27,"347 Cherry, NO"
ORD-00031289,CUST-00022640,2022-12-25T05:43:25,shipped,2759.53,"311 Spruce, MX"
ORD-00031290,CUST-00048603,2022-09-05T00:33:22,shipped,363.9,"530 Maple, AU"
ORD-00031291,CUST-00021045,2021-07-06T10:13:46,cancelled,2349.97,"683 Oak, IN"
ORD-00031292,CUST-00043706,2021-08-23T17:16:22,processing,2893.04,"720 Oak, SE"
ORD-00031293,CUST-00044037,2023-03-29T14:30:11,delivered,2393.04,"818 Maple, AU"
ORD-00031294,CUST-00013308,2023-02-12T03:44:00,shipped,2040.65,"263 Maple, ES"
ORD-00031295,CUST-00000592,2019-03-08T02:13:18,processing,3928.88,"594 Elm, NO"
ORD-00031296,CUST-00025762,2021-02-14T20:32:44,pending,752.41,"908 Birch, ES"
ORD-00031297,CUST-00018231,2021-12-01T05:20:31,pending,1251.2,"365 Maple, CA"
ORD-00031298,CUST-00040188,2023-05-22T01:43:29,shipped,1643.32,"467 Cedar, BR"
ORD-00031299,CUST-00035464,2021-10-15T06:08:05,shipped,4641.81,"883 Elm, IN"
ORD-00031300,CUST-00011340,2020-06-10T00:35:41,shipped,3643.96,"279 Cedar, JP"
ORD-00031301,CUST-00031118,2021-01-26T12:37:02,cancelled,1532.47,"527 Pine, NO"
ORD-00031302,CUST-00023222,2024-07-31T09:38:44,pending,1589.87,"932 Oak, UK"
ORD-00031303,CUST-00013235,2022-09-05T01:56:56,cancelled,4382.15,"487 Willow, DE"
ORD-00031304,CUST-00020833,2023-02-25T01:30:32,pending,2468.75,"31 Main, US"
ORD-00031305,CUST-00003132,2019-06-06T11:49:35,shipped,3118.57,"51 Oak, AU"
ORD-00031306,CUST-00047695,2021-08-19T12:34:28,pending,4600.41,"885 Main, FR"
ORD-00031307,CUST-00048005,2024-10-28T14:38:26,shipped,3518.83,"133 Pine, NO"
ORD-00031308,CUST-00046536,2022-07-24T11:54:22,shipped,1610.75,"374 Cherry, NL"
ORD-00031309,CUST-00038053,2021-01-25T18:28:53,pending,4876.21,"614 Oak, SE"
ORD-00031310,CUST-00021575,2019-08-22T03:40:56,shipped,2351.96,"499 Oak, FR"
ORD-00031311,CUST-00013478,2020-06-13T14:59:55,processing,4153.18,"61 Spruce, DE"
ORD-00031312,CUST-00012314,2024-02-09T23:42:53,cancelled,3782.95,"507 Elm, MX"
ORD-00031313,CUST-00028890,2019-01-30T22:45:05,pending,4449.75,"376 Pine, BR"
ORD-00031314,CUST-00040690,2024-01-12T15:32:16,processing,202.8,"951 Pine, FR"
ORD-00031315,CUST-00002820,2021-12-28T03:54:31,shipped,4453.57,"469 Birch, ES"
ORD-00031316,CUST-00001295,2022-06-05T14:57:51,delivered,2837.78,"117 Maple, MX"
ORD-00031317,CUST-00025001,2023-02-20T02:07:09,cancelled,3206.4,"674 Maple, IN"
ORD-00031318,CUST-00015272,2020-06-29T20:19:41,processing,1988.13,"873 Oak, ES"
ORD-00031319,CUST-00016827,2023-05-26T11:51:24,cancelled,1294.49,"992 Cedar, IN"
ORD-00031320,CUST-00019651,2021-02-17T18:09:40,processing,711.44,"831 Cedar, UK"
ORD-00031321,CUST-00035103,2020-01-04T02:52:32,shipped,3153.27,"517 Spruce, US"
ORD-00031322,CUST-00032573,2024-05-13T20:03:32,pending,1106.08,"861 Spruce, IN"
ORD-00031323,CUST-00016557,2021-06-03T10:27:28,pending,3162.83,"806 Spruce, BR"
ORD-00031324,CUST-00028715,2021-12-15T15:11:26,processing,2532.71,"138 Cedar, NO"
ORD-00031325,CUST-00038756,2021-07-01T05:29:21,pending,3783.43,"546 Cedar, CA"
ORD-00031326,CUST-00008091,2021-04-30T23:06:19,pending,3347.08,"84 Elm, IT"
ORD-00031327,CUST-00035981,2022-03-01T01:49:11,cancelled,3786.7,"244 Spruce, JP"
ORD-00031328,CUST-00043804,2022-01-25T22:31:31,cancelled,4193.44,"610 Willow, SE"
ORD-00031329,CUST-00021088,2022-03-17T22:56:32,processing,4077.89,"878 Spruce, JP"
ORD-00031330,CUST-00037181,2020-01-05T03:24:42,shipped,2308.55,"224 Oak, DE"
ORD-00031331,CUST-00027793,2022-03-14T03:42:42,shipped,4763.27,"20 Cherry, IT"
ORD-00031332,CUST-00001768,2022-04-06T02:21:55,processing,2231.88,"607 Cherry, UK"
ORD-00031333,CUST-00005221,2022-07-30T09:08:56,shipped,4408.37,"223 Cedar, DE"
ORD-00031334,CUST-00018663,2020-06-10T04:52:24,shipped,4521.9,"618 Cherry, CA"
ORD-00031335,CUST-00026794,2020-12-02T09:24:05,delivered,4316.48,"535 Maple, BR"
ORD-00031336,CUST-00007992,2022-03-27T04:06:33,shipped,2375.55,"161 Birch, ES"
ORD-00031337,CUST-00046342,2023-04-26T11:03:30,cancelled,4208.48,"789 Elm, JP"
ORD-00031338,CUST-00043939,2023-10-08T04:11:57,shipped,1167.01,"293 Willow, DE"
ORD-00031339,CUST-00047909,2023-10-03T10:15:08,pending,3650.93,"905 Elm, BR"
ORD-00031340,CUST-00027938,2022-04-01T13:05:25,cancelled,1522.52,"195 Main, AU"
ORD-00031341,CUST-00004065,2019-12-07T17:21:57,cancelled,4218.45,"693 Birch, IT"
ORD-00031342,CUST-00036033,2020-08-12T22:32:44,delivered,2547.67,"435 Willow, ES"
ORD-00031343,CUST-00035636,2020-05-04T15:51:59,pending,960.06,"999 Pine, IT"
ORD-00031344,CUST-00040127,2024-12-18T06:52:15,shipped,3565.18,"186 Main, SE"
ORD-00031345,CUST-00028944,2022-09-11T19:30:50,processing,3167.3,"197 Pine, UK"
ORD-00031346,CUST-00020407,2019-04-24T10:39:54,processing,4886.6,"203 Cherry, CA"
ORD-00031347,CUST-00020376,2024-09-06T04:00:42,cancelled,4125.08,"269 Oak, MX"
ORD-00031348,CUST-00022929,2022-11-14T13:01:10,pending,621.36,"40 Elm, ES"
ORD-00031349,CUST-00016214,2021-10-24T08:29:21,cancelled,1792.36,"202 Cherry, IN"
ORD-00031350,CUST-00023470,2021-12-27T23:28:31,delivered,1679.39,"536 Willow, BR"
ORD-00031351,CUST-00038897,2023-01-31T23:21:10,shipped,3521.51,"787 Oak, MX"
ORD-00031352,CUST-00037744,2020-01-05T19:47:37,cancelled,4697.98,"525 Spruce, BR"
ORD-00031353,CUST-00019544,2023-02-22T03:37:26,pending,390.34,"6 Willow, DE"
ORD-00031354,CUST-00046163,2022-06-07T03:40:07,pending,4978.7,"794 Elm, JP"
ORD-00031355,CUST-00000283,2024-05-25T07:27:57,processing,2718.82,"713 Maple, NO"
ORD-00031356,CUST-00017739,2020-07-15T22:06:39,pending,154.97,"481 Elm, US"
ORD-00031357,CUST-00036577,2023-12-31T09:11:49,delivered,4223.13,"876 Pine, US"
ORD-00031358,CUST-00023013,2019-03-31T14:42:58,pending,3106.36,"904 Willow, IT"
ORD-00031359,CUST-00013661,2022-03-02T12:24:19,processing,3970.68,"636 Main, CA"
ORD-00031360,CUST-00015621,2021-04-26T06:53:39,delivered,1688.02,"318 Maple, AU"
ORD-00031361,CUST-00046407,2024-07-26T22:20:20,processing,385.07,"87 Elm, AU"
ORD-00031362,CUST-00042670,2019-01-14T14:18:31,delivered,1582.64,"691 Willow, US"
ORD-00031363,CUST-00016323,2024-02-09T16:03:22,pending,4412.73,"746 Pine, IN"
ORD-00031364,CUST-00010304,2020-11-23T14:18:58,pending,2517.75,"418 Pine, ES"
ORD-00031365,CUST-00013438,2020-07-29T22:48:11,pending,959.06,"750 Spruce, AU"
ORD-00031366,CUST-00031203,2024-11-29T22:48:51,delivered,1545.73,"790 Willow, IT"
ORD-00031367,CUST-00005572,2024-10-20T09:50:37,pending,2842.96,"917 Elm, IN"
ORD-00031368,CUST-00043566,2020-09-20T12:34:55,processing,3175.85,"66 Birch, JP"
ORD-00031369,CUST-00039243,2021-09-29T08:49:46,shipped,1630.77,"683 Pine, UK"
ORD-00031370,CUST-00028139,2019-08-20T19:13:31,processing,2017.87,"519 Cherry, JP"
ORD-00031371,CUST-00031040,2024-12-12T17:36:16,cancelled,1723.88,"302 Birch, BR"
ORD-00031372,CUST-00020031,2023-04-11T20:26:39,pending,4300.87,"976 Main, IT"
ORD-00031373,CUST-00039705,2022-06-11T11:14:07,pending,386.57,"414 Cedar, NO"
ORD-00031374,CUST-00010309,2022-06-10T06:47:27,shipped,1522.15,"390 Willow, IN"
ORD-00031375,CUST-00028106,2021-06-28T10:25:40,pending,2614.4,"44 Birch, FR"
ORD-00031376,CUST-00020666,2022-01-15T10:53:46,cancelled,4022.13,"703 Maple, IN"
ORD-00031377,CUST-00027565,2020-01-06T01:08:18,delivered,907.39,"386 Cherry, CA"
ORD-00031378,CUST-00016024,2022-12-31T04:03:29,pending,3014.03,"329 Main, BR"
ORD-00031379,CUST-00008723,2019-08-10T17:23:05,pending,2374.55,"659 Birch, BR"
ORD-00031380,CUST-00046455,2020-01-13T23:11:11,delivered,3056.96,"2 Cedar, SE"
ORD-00031381,CUST-00037195,2021-02-13T01:21:03,pending,4473.92,"164 Oak, FR"
ORD-00031382,CUST-00030124,2024-09-15T05:36:57,pending,4597.6,"337 Oak, BR"
ORD-00031383,CUST-00027087,2020-12-04T22:25:03,pending,4632.79,"309 Birch, UK"
ORD-00031384,CUST-00002268,2021-01-12T09:34:57,cancelled,4153.12,"141 Cedar, FR"
ORD-00031385,CUST-00022134,2021-06-26T21:51:33,delivered,2543.33,"711 Spruce, SE"
ORD-00031386,CUST-00016101,2022-11-01T04:24:54,cancelled,2447.5,"596 Elm, US"
ORD-00031387,CUST-00001615,2019-09-14T19:22:45,processing,3095.62,"926 Cedar, US"
ORD-00031388,CUST-00041382,2023-12-15T23:35:09,processing,132.23,"988 Spruce, NL"
ORD-00031389,CUST-00008311,2024-01-05T12:24:12,pending,3554.65,"762 Willow, UK"
ORD-00031390,CUST-00036810,2023-02-28T23:33:15,processing,4848.48,"770 Oak, MX"
ORD-00031391,CUST-00006232,2020-12-23T21:43:44,cancelled,3957.17,"958 Willow, ES"
ORD-00031392,CUST-00017052,2020-02-27T22:16:41,cancelled,461.05,"723 Pine, IN"
ORD-00031393,CUST-00018516,2019-04-28T14:36:39,cancelled,4415.58,"728 Elm, IN"
ORD-00031394,CUST-00022271,2020-04-17T03:06:46,cancelled,3241.64,"422 Willow, IN"
ORD-00031395,CUST-00016697,2021-05-16T02:56:50,processing,318.74,"305 Willow, JP"
ORD-00031396,CUST-00035175,2022-12-26T15:25:44,shipped,1164.09,"466 Oak, US"
ORD-00031397,CUST-00017061,2021-07-02T13:12:30,shipped,1851.08,"610 Willow, NL"
ORD-00031398,CUST-00025118,2020-05-15T03:54:16,processing,3729.68,"41 Cherry, ES"
ORD-00031399,CUST-00017843,2020-10-25T15:47:00,processing,4401.18,"789 Oak, NL"
ORD-00031400,CUST-00017137,2020-05-19T13:57:51,pending,2951.83,"249 Pine, US"
ORD-00031401,CUST-00049986,2020-02-26T05:41:40,processing,904.42,"369 Spruce, NO"
ORD-00031402,CUST-00015921,2019-03-31T02:36:13,delivered,368.68,"234 Maple, IT"
ORD-00031403,CUST-00025496,2020-03-24T10:40:08,shipped,1788.23,"382 Oak, BR"
ORD-00031404,CUST-00041498,2024-12-11T08:17:05,processing,4805.74,"788 Cherry, CA"
ORD-00031405,CUST-00038953,2019-04-11T18:43:32,shipped,2130.15,"914 Pine, JP"
ORD-00031406,CUST-00010110,2020-12-12T11:32:26,cancelled,205.34,"434 Birch, NO"
ORD-00031407,CUST-00034990,2021-03-02T07:00:39,shipped,1738.36,"534 Elm, US"
ORD-00031408,CUST-00019036,2020-11-01T12:20:20,shipped,1547.23,"190 Willow, SE"
ORD-00031409,CUST-00005862,2020-10-09T17:47:47,shipped,3040.86,"507 Cherry, DE"
